Location,Selector,Degree,Male Population,Female Population,Median Age (Male),Median Age (Female),Total Population,Population Density,Zoom Level,Top Left Degree,Bottom Right Degree,id
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1224),39.756 21.383 Degrees,134,22,38,32,156,Population Density: 243.80/sq km,6,39.753 21.386 Degrees,39.760 21.379 Degrees,1224
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1225),39.806 21.410 Degrees,7610,5830,30,26,"13,440","Population Density: 21,000.00/sq km",6,39.803 21.413 Degrees,39.810 21.406 Degrees,1225
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1226),39.792 21.363 Degrees,3387,2613,30,27,"6,000","Population Density: 9,375.00/sq km",6,39.788 21.366 Degrees,39.796 21.360 Degrees,1226
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1227),39.770 21.383 Degrees,2110,1567,30,27,"3,677","Population Density: 5,745.30/sq km",6,39.767 21.386 Degrees,39.774 21.379 Degrees,1227
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1228),39.777 21.436 Degrees,2090,1567,30,27,"3,657","Population Density: 5,714.10/sq km",6,39.774 21.440 Degrees,39.781 21.433 Degrees,1228
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1229),39.777 21.343 Degrees,Protected,Protected,Protected,Protected,42,Population Density: 65.60/sq km,6,39.774 21.346 Degrees,39.781 21.339 Degrees,1229
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1230),39.777 21.383 Degrees,1474,1271,29,27,"2,745","Population Density: 4,289.10/sq km",6,39.774 21.386 Degrees,39.781 21.379 Degrees,1230
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1231),39.813 21.363 Degrees,1846,1176,28,22,"3,022","Population Density: 4,721.90/sq km",6,39.810 21.366 Degrees,39.817 21.360 Degrees,1231
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1232),39.785 21.450 Degrees,1282,1127,31,26,"2,409","Population Density: 3,764.10/sq km",6,39.781 21.453 Degrees,39.788 21.446 Degrees,1232
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1233),39.749 21.403 Degrees,301,210,30,26,511,Population Density: 798.40/sq km,6,39.745 21.406 Degrees,39.753 21.399 Degrees,1233
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1234),39.785 21.436 Degrees,5785,3996,32,29,"9,781","Population Density: 15,282.80/sq km",6,39.781 21.440 Degrees,39.788 21.433 Degrees,1234
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1235),39.878 21.389 Degrees,7214,3293,34,29,"10,507","Population Density: 16,417.20/sq km",6,39.875 21.393 Degrees,39.881 21.386 Degrees,1235
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1236),39.871 21.403 Degrees,7372,3022,35,26,"10,394","Population Density: 16,240.60/sq km",6,39.868 21.406 Degrees,39.875 21.399 Degrees,1236
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1237),39.849 21.396 Degrees,908,124,38,34,"1,032","Population Density: 1,612.50/sq km",6,39.846 21.399 Degrees,39.853 21.393 Degrees,1237
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1238),39.770 21.396 Degrees,350,309,28,25,659,"Population Density: 1,029.70/sq km",6,39.767 21.399 Degrees,39.774 21.393 Degrees,1238
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1239),39.742 21.403 Degrees,577,458,29,24,"1,035","Population Density: 1,617.20/sq km",6,39.738 21.406 Degrees,39.745 21.399 Degrees,1239
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1240),39.770 21.443 Degrees,946,764,29,26,"1,710","Population Density: 2,671.90/sq km",6,39.767 21.446 Degrees,39.774 21.440 Degrees,1240
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1241),39.806 21.369 Degrees,1014,241,33,29,"1,255","Population Density: 1,960.90/sq km",6,39.803 21.372 Degrees,39.810 21.366 Degrees,1241
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1242),39.734 21.403 Degrees,135,134,30,24,269,Population Density: 420.30/sq km,6,39.731 21.406 Degrees,39.738 21.399 Degrees,1242
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1243),39.878 21.323 Degrees,430,344,28,24,774,"Population Density: 1,209.40/sq km",6,39.875 21.326 Degrees,39.881 21.319 Degrees,1243
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1244),39.785 21.349 Degrees,1500,1090,30,28,"2,590","Population Density: 4,046.90/sq km",6,39.781 21.353 Degrees,39.788 21.346 Degrees,1244
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1245),39.763 21.430 Degrees,711,612,27,25,"1,323","Population Density: 2,067.20/sq km",6,39.760 21.433 Degrees,39.767 21.426 Degrees,1245
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1246),39.777 21.329 Degrees,Protected,Protected,Protected,Protected,66,Population Density: 103.10/sq km,6,39.774 21.332 Degrees,39.781 21.326 Degrees,1246
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1247),39.878 21.396 Degrees,7789,2851,35,27,"10,640","Population Density: 16,625.00/sq km",6,39.875 21.399 Degrees,39.881 21.393 Degrees,1247
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1248),39.806 21.383 Degrees,7575,3828,32,26,"11,403","Population Density: 17,817.20/sq km",6,39.803 21.386 Degrees,39.810 21.379 Degrees,1248
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1249),39.777 21.403 Degrees,1598,1398,29,27,"2,996","Population Density: 4,681.30/sq km",6,39.774 21.406 Degrees,39.781 21.399 Degrees,1249
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1250),39.813 21.396 Degrees,126,85,34,23,211,Population Density: 329.70/sq km,6,39.810 21.399 Degrees,39.817 21.393 Degrees,1250
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1251),39.864 21.309 Degrees,90,66,30,24,156,Population Density: 243.80/sq km,6,39.860 21.312 Degrees,39.868 21.306 Degrees,1251
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1252),39.857 21.450 Degrees,7696,4828,31,26,"12,524","Population Density: 19,568.80/sq km",6,39.853 21.453 Degrees,39.860 21.446 Degrees,1252
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1253),39.871 21.383 Degrees,3936,2673,33,27,"6,609","Population Density: 10,326.60/sq km",6,39.868 21.386 Degrees,39.875 21.379 Degrees,1253
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1254),39.900 21.363 Degrees,758,334,31,28,"1,092","Population Density: 1,706.30/sq km",6,39.896 21.366 Degrees,39.903 21.360 Degrees,1254
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1255),39.864 21.450 Degrees,5669,2945,33,27,"8,614","Population Density: 13,459.40/sq km",6,39.860 21.453 Degrees,39.868 21.446 Degrees,1255
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1256),39.842 21.450 Degrees,5377,3108,32,27,"8,485","Population Density: 13,257.80/sq km",6,39.839 21.453 Degrees,39.846 21.446 Degrees,1256
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1257),39.756 21.343 Degrees,62,31,28,29,93,Population Density: 145.30/sq km,6,39.753 21.346 Degrees,39.760 21.339 Degrees,1257
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1258),39.828 21.296 Degrees,100,97,27,23,197,Population Density: 307.80/sq km,6,39.824 21.299 Degrees,39.832 21.293 Degrees,1258
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1259),39.878 21.450 Degrees,595,469,29,26,"1,064","Population Density: 1,662.50/sq km",6,39.875 21.453 Degrees,39.881 21.446 Degrees,1259
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1260),39.777 21.430 Degrees,1309,1008,33,29,"2,317","Population Density: 3,620.30/sq km",6,39.774 21.433 Degrees,39.781 21.426 Degrees,1260
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1261),39.770 21.410 Degrees,1566,1405,28,26,"2,971","Population Density: 4,642.20/sq km",6,39.767 21.413 Degrees,39.774 21.406 Degrees,1261
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1262),39.806 21.363 Degrees,5850,2809,31,25,"8,659","Population Density: 13,529.70/sq km",6,39.803 21.366 Degrees,39.810 21.360 Degrees,1262
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1263),39.785 21.416 Degrees,336,202,33,30,538,Population Density: 840.60/sq km,6,39.781 21.419 Degrees,39.788 21.413 Degrees,1263
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1264),39.878 21.316 Degrees,171,92,26,24,263,Population Density: 410.90/sq km,6,39.875 21.319 Degrees,39.881 21.313 Degrees,1264
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1265),39.828 21.423 Degrees,692,178,35,32,870,"Population Density: 1,359.40/sq km",6,39.824 21.426 Degrees,39.832 21.419 Degrees,1265
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1266),39.900 21.450 Degrees,710,81,39,39,791,"Population Density: 1,235.90/sq km",6,39.896 21.453 Degrees,39.903 21.446 Degrees,1266
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1267),39.785 21.356 Degrees,4350,3607,29,27,"7,957","Population Density: 12,432.80/sq km",6,39.781 21.359 Degrees,39.788 21.353 Degrees,1267
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1268),39.813 21.289 Degrees,38,25,28,25,63,Population Density: 98.40/sq km,6,39.810 21.292 Degrees,39.817 21.285 Degrees,1268
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1269),39.813 21.403 Degrees,2368,1197,34,27,"3,565","Population Density: 5,570.30/sq km",6,39.810 21.406 Degrees,39.817 21.399 Degrees,1269
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1270),39.835 21.430 Degrees,2384,1099,32,25,"3,483","Population Density: 5,442.20/sq km",6,39.832 21.433 Degrees,39.838 21.426 Degrees,1270
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1271),39.849 21.403 Degrees,Protected,Protected,Protected,Protected,61,Population Density: 95.30/sq km,6,39.846 21.406 Degrees,39.853 21.399 Degrees,1271
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1272),39.857 21.430 Degrees,3242,1162,34,29,"4,404","Population Density: 6,881.30/sq km",6,39.853 21.433 Degrees,39.860 21.426 Degrees,1272
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1273),39.835 21.349 Degrees,1194,1036,27,24,"2,230","Population Density: 3,484.40/sq km",6,39.832 21.353 Degrees,39.838 21.346 Degrees,1273
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1274),39.785 21.336 Degrees,62,20,33,26,82,Population Density: 128.10/sq km,6,39.781 21.339 Degrees,39.788 21.332 Degrees,1274
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1275),39.835 21.416 Degrees,4513,958,36,30,"5,471","Population Density: 8,548.40/sq km",6,39.832 21.419 Degrees,39.838 21.413 Degrees,1275
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1276),39.871 21.323 Degrees,70,53,30,21,123,Population Density: 192.20/sq km,6,39.868 21.326 Degrees,39.875 21.319 Degrees,1276
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1277),39.792 21.430 Degrees,5445,3723,32,28,"9,168","Population Density: 14,325.00/sq km",6,39.788 21.433 Degrees,39.796 21.426 Degrees,1277
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1278),39.792 21.296 Degrees,Protected,Protected,Protected,Protected,15,Population Density: 23.40/sq km,6,39.788 21.299 Degrees,39.796 21.293 Degrees,1278
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1279),39.799 21.363 Degrees,586,189,36,32,775,"Population Density: 1,210.90/sq km",6,39.796 21.366 Degrees,39.802 21.360 Degrees,1279
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1280),39.785 21.376 Degrees,3738,3032,30,27,"6,770","Population Density: 10,578.10/sq km",6,39.781 21.379 Degrees,39.788 21.372 Degrees,1280
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1281),39.821 21.396 Degrees,159,118,28,18,277,Population Density: 432.80/sq km,6,39.817 21.399 Degrees,39.824 21.393 Degrees,1281
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1282),39.900 21.323 Degrees,128,99,29,25,227,Population Density: 354.70/sq km,6,39.896 21.326 Degrees,39.903 21.319 Degrees,1282
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1283),39.864 21.436 Degrees,1680,1071,30,25,"2,751","Population Density: 4,298.40/sq km",6,39.860 21.440 Degrees,39.868 21.433 Degrees,1283
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1284),39.792 21.423 Degrees,2015,1285,33,28,"3,300","Population Density: 5,156.30/sq km",6,39.788 21.426 Degrees,39.796 21.419 Degrees,1284
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1285),39.885 21.396 Degrees,1433,501,36,29,"1,934","Population Density: 3,021.90/sq km",6,39.882 21.399 Degrees,39.889 21.393 Degrees,1285
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1286),39.828 21.389 Degrees,3641,863,35,31,"4,504","Population Density: 7,037.50/sq km",6,39.824 21.393 Degrees,39.832 21.386 Degrees,1286
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1287),39.878 21.296 Degrees,73,40,32,28,113,Population Density: 176.60/sq km,6,39.875 21.299 Degrees,39.881 21.293 Degrees,1287
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1288),39.799 21.443 Degrees,5517,3308,33,28,"8,825","Population Density: 13,789.10/sq km",6,39.796 21.446 Degrees,39.802 21.440 Degrees,1288
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1289),39.777 21.356 Degrees,2770,2366,29,27,"5,136","Population Density: 8,025.00/sq km",6,39.774 21.359 Degrees,39.781 21.353 Degrees,1289
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1290),39.821 21.443 Degrees,14194,6158,34,27,"20,352","Population Density: 31,800.00/sq km",6,39.817 21.446 Degrees,39.824 21.440 Degrees,1290
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1291),39.785 21.423 Degrees,2368,1371,34,29,"3,739","Population Density: 5,842.20/sq km",6,39.781 21.426 Degrees,39.788 21.419 Degrees,1291
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1292),39.849 21.389 Degrees,3183,766,36,30,"3,949","Population Density: 6,170.30/sq km",6,39.846 21.393 Degrees,39.853 21.386 Degrees,1292
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1293),39.871 21.450 Degrees,5036,3502,30,25,"8,538","Population Density: 13,340.60/sq km",6,39.868 21.453 Degrees,39.875 21.446 Degrees,1293
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1294),39.871 21.443 Degrees,1022,703,30,24,"1,725","Population Density: 2,695.30/sq km",6,39.868 21.446 Degrees,39.875 21.440 Degrees,1294
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1295),39.892 21.396 Degrees,472,238,34,28,710,"Population Density: 1,109.40/sq km",6,39.889 21.399 Degrees,39.896 21.393 Degrees,1295
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1296),39.806 21.436 Degrees,12329,3648,36,30,"15,977","Population Density: 24,964.10/sq km",6,39.803 21.440 Degrees,39.810 21.433 Degrees,1296
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1297),39.770 21.376 Degrees,1441,1092,31,27,"2,533","Population Density: 3,957.80/sq km",6,39.767 21.379 Degrees,39.774 21.372 Degrees,1297
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1298),39.821 21.389 Degrees,1386,859,33,26,"2,245","Population Density: 3,507.80/sq km",6,39.817 21.393 Degrees,39.824 21.386 Degrees,1298
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1299),39.749 21.343 Degrees,Protected,Protected,Protected,Protected,49,Population Density: 76.60/sq km,6,39.745 21.346 Degrees,39.753 21.339 Degrees,1299
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1300),39.871 21.316 Degrees,283,189,30,26,472,Population Density: 737.50/sq km,6,39.868 21.319 Degrees,39.875 21.313 Degrees,1300
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1301),39.885 21.376 Degrees,728,110,36,33,838,"Population Density: 1,309.40/sq km",6,39.882 21.379 Degrees,39.889 21.372 Degrees,1301
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1302),39.835 21.343 Degrees,746,595,27,25,"1,341","Population Density: 2,095.30/sq km",6,39.832 21.346 Degrees,39.838 21.339 Degrees,1302
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1303),39.864 21.289 Degrees,29,25,28,18,54,Population Density: 84.40/sq km,6,39.860 21.292 Degrees,39.868 21.285 Degrees,1303
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1304),39.857 21.383 Degrees,36,27,36,36,63,Population Density: 98.40/sq km,6,39.853 21.386 Degrees,39.860 21.379 Degrees,1304
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1305),39.842 21.289 Degrees,136,72,26,26,208,Population Density: 325.00/sq km,6,39.839 21.292 Degrees,39.846 21.285 Degrees,1305
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1306),39.892 21.383 Degrees,653,69,35,35,722,"Population Density: 1,128.10/sq km",6,39.889 21.386 Degrees,39.896 21.379 Degrees,1306
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1307),39.799 21.423 Degrees,6926,4258,33,27,"11,184","Population Density: 17,475.00/sq km",6,39.796 21.426 Degrees,39.802 21.419 Degrees,1307
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1308),39.792 21.450 Degrees,146,151,32,26,297,Population Density: 464.10/sq km,6,39.788 21.453 Degrees,39.796 21.446 Degrees,1308
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1309),39.842 21.410 Degrees,443,55,36,30,498,Population Density: 778.10/sq km,6,39.839 21.413 Degrees,39.846 21.406 Degrees,1309
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1310),39.763 21.423 Degrees,350,253,30,29,603,Population Density: 942.20/sq km,6,39.760 21.426 Degrees,39.767 21.419 Degrees,1310
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1311),39.828 21.403 Degrees,2671,1651,29,24,"4,322","Population Density: 6,753.10/sq km",6,39.824 21.406 Degrees,39.832 21.399 Degrees,1311
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1312),39.821 21.410 Degrees,11817,3419,34,28,"15,236","Population Density: 23,806.30/sq km",6,39.817 21.413 Degrees,39.824 21.406 Degrees,1312
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1313),39.777 21.410 Degrees,2553,2363,29,27,"4,916","Population Density: 7,681.30/sq km",6,39.774 21.413 Degrees,39.781 21.406 Degrees,1313
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1314),39.763 21.376 Degrees,1632,937,33,25,"2,569","Population Density: 4,014.10/sq km",6,39.760 21.379 Degrees,39.767 21.372 Degrees,1314
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1315),39.792 21.349 Degrees,3125,2138,29,24,"5,263","Population Density: 8,223.40/sq km",6,39.788 21.353 Degrees,39.796 21.346 Degrees,1315
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1316),39.777 21.443 Degrees,1413,1192,30,28,"2,605","Population Density: 4,070.30/sq km",6,39.774 21.446 Degrees,39.781 21.440 Degrees,1316
