Location,Selector,Degree,HouseholdAverageSize,HouseholdMedianSize,ZoomLevel,TopLeftDegree,BottomRightDegree,ID,Parent
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(87),39.219 21.491 Degrees,3.8,3,9,39.217 21.493 Degrees,39.221 21.490 Degrees,Jeddah-87-9,Jeddah-316-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(64),39.187 21.488 Degrees,2.2,1,9,39.185 21.490 Degrees,39.188 21.486 Degrees,Jeddah-64-9,Jeddah-237-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(63),39.183 21.485 Degrees,1.6,1,9,39.181 21.486 Degrees,39.185 21.483 Degrees,Jeddah-63-9,Jeddah-234-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(62),39.194 21.488 Degrees,1.8,1,9,39.192 21.490 Degrees,39.196 21.486 Degrees,Jeddah-62-9,Jeddah-233-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(31),39.197 21.501 Degrees,3.2,2,9,39.196 21.503 Degrees,39.199 21.500 Degrees,Jeddah-31-9,Jeddah-56-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(39),39.215 21.498 Degrees,3.7,3,9,39.214 21.500 Degrees,39.217 21.496 Degrees,Jeddah-39-9,Jeddah-42-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(38),39.212 21.498 Degrees,4.3,4,9,39.210 21.500 Degrees,39.214 21.496 Degrees,Jeddah-38-9,Jeddah-35-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(37),39.215 21.505 Degrees,4.1,4,9,39.214 21.506 Degrees,39.217 21.503 Degrees,Jeddah-37-9,Jeddah-34-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(36),39.201 21.498 Degrees,3.0,2,9,39.199 21.500 Degrees,39.203 21.496 Degrees,Jeddah-36-9,Jeddah-22-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(35),39.212 21.495 Degrees,1.9,1,9,39.210 21.496 Degrees,39.214 21.493 Degrees,Jeddah-35-9,Jeddah-17-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(34),39.208 21.495 Degrees,5.0,4,9,39.206 21.496 Degrees,39.210 21.493 Degrees,Jeddah-34-9,Jeddah-14-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(33),39.223 21.495 Degrees,3.8,3,9,39.221 21.496 Degrees,39.224 21.493 Degrees,Jeddah-33-9,Jeddah-9-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(32),39.183 21.495 Degrees,3.3,3,9,39.181 21.496 Degrees,39.185 21.493 Degrees,Jeddah-32-9,Jeddah-197-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(30),39.187 21.498 Degrees,2.9,2,9,39.185 21.500 Degrees,39.188 21.496 Degrees,Jeddah-30-9,Jeddah-193-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(61),39.197 21.488 Degrees,1.7,1,9,39.196 21.490 Degrees,39.199 21.486 Degrees,Jeddah-61-9,Jeddah-232-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(29),39.187 21.501 Degrees,2.2,2,9,39.185 21.503 Degrees,39.188 21.500 Degrees,Jeddah-29-9,Jeddah-183-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(28),39.187 21.505 Degrees,2.4,2,9,39.185 21.506 Degrees,39.188 21.503 Degrees,Jeddah-28-9,Jeddah-182-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(27),39.190 21.498 Degrees,2.2,1,9,39.188 21.500 Degrees,39.192 21.496 Degrees,Jeddah-27-9,Jeddah-180-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(26),39.190 21.495 Degrees,1.9,1,9,39.188 21.496 Degrees,39.192 21.493 Degrees,Jeddah-26-9,Jeddah-177-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(25),39.183 21.505 Degrees,2.3,2,9,39.181 21.506 Degrees,39.185 21.503 Degrees,Jeddah-25-9,Jeddah-174-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(24),39.194 21.498 Degrees,2.9,2,9,39.192 21.500 Degrees,39.196 21.496 Degrees,Jeddah-24-9,Jeddah-170-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(23),39.190 21.501 Degrees,2.5,2,9,39.188 21.503 Degrees,39.192 21.500 Degrees,Jeddah-23-9,Jeddah-168-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(22),39.183 21.498 Degrees,2.9,2,9,39.181 21.500 Degrees,39.185 21.496 Degrees,Jeddah-22-9,Jeddah-167-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(40),39.215 21.495 Degrees,3.9,4,9,39.214 21.496 Degrees,39.217 21.493 Degrees,Jeddah-40-9,Jeddah-47-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(41),39.201 21.501 Degrees,2.7,2,9,39.199 21.503 Degrees,39.203 21.500 Degrees,Jeddah-41-9,Jeddah-48-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(42),39.219 21.498 Degrees,2.3,2,9,39.217 21.500 Degrees,39.221 21.496 Degrees,Jeddah-42-9,Jeddah-50-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(43),39.219 21.495 Degrees,3.6,3,9,39.217 21.496 Degrees,39.221 21.493 Degrees,Jeddah-43-9,Jeddah-64-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(60),39.190 21.488 Degrees,2.2,1,9,39.188 21.490 Degrees,39.192 21.486 Degrees,Jeddah-60-9,Jeddah-231-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(59),39.187 21.481 Degrees,1.8,1,9,39.185 21.483 Degrees,39.188 21.480 Degrees,Jeddah-59-9,Jeddah-229-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(58),39.183 21.475 Degrees,2.5,2,9,39.181 21.476 Degrees,39.185 21.473 Degrees,Jeddah-58-9,Jeddah-228-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(57),39.190 21.475 Degrees,2.5,1,9,39.188 21.476 Degrees,39.192 21.473 Degrees,Jeddah-57-9,Jeddah-227-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(56),39.187 21.485 Degrees,1.7,1,9,39.185 21.486 Degrees,39.188 21.483 Degrees,Jeddah-56-9,Jeddah-223-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(55),39.190 21.485 Degrees,2.3,1,9,39.188 21.486 Degrees,39.192 21.483 Degrees,Jeddah-55-9,Jeddah-222-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(54),39.190 21.481 Degrees,2.1,1,9,39.188 21.483 Degrees,39.192 21.480 Degrees,Jeddah-54-9,Jeddah-219-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(53),39.187 21.491 Degrees,2.9,2,9,39.185 21.493 Degrees,39.188 21.490 Degrees,Jeddah-53-9,Jeddah-218-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(52),39.194 21.485 Degrees,1.5,1,9,39.192 21.486 Degrees,39.196 21.483 Degrees,Jeddah-52-9,Jeddah-217-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(51),39.190 21.491 Degrees,2.1,2,9,39.188 21.493 Degrees,39.192 21.490 Degrees,Jeddah-51-9,Jeddah-216-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(50),39.179 21.491 Degrees,3.4,3,9,39.178 21.493 Degrees,39.181 21.490 Degrees,Jeddah-50-9,Jeddah-214-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(49),39.183 21.488 Degrees,1.7,1,9,39.181 21.490 Degrees,39.185 21.486 Degrees,Jeddah-49-9,Jeddah-211-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(48),39.183 21.481 Degrees,1.9,1,9,39.181 21.483 Degrees,39.185 21.480 Degrees,Jeddah-48-9,Jeddah-209-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(47),39.183 21.478 Degrees,1.9,1,9,39.181 21.480 Degrees,39.185 21.476 Degrees,Jeddah-47-9,Jeddah-207-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(46),39.176 21.475 Degrees,2.0,1,9,39.174 21.476 Degrees,39.178 21.473 Degrees,Jeddah-46-9,Jeddah-215-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(45),39.172 21.491 Degrees,1.8,1,9,39.171 21.493 Degrees,39.174 21.490 Degrees,Jeddah-45-9,Jeddah-206-8
Jeddah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(44),39.226 21.495 Degrees,4.0,4,9,39.224 21.496 Degrees,39.228 21.493 Degrees,Jeddah-44-9,Jeddah-62-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(68),39.790 21.411 Degrees,3.5,3,9,39.789 21.413 Degrees,39.792 21.409 Degrees,Makkah-68-9,Makkah-189-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(25),39.805 21.441 Degrees,3.4,3,9,39.803 21.443 Degrees,39.806 21.440 Degrees,Makkah-25-9,Makkah-104-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(70),39.776 21.428 Degrees,4.3,4,9,39.774 21.429 Degrees,39.778 21.426 Degrees,Makkah-70-9,Makkah-191-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(193),39.826 21.414 Degrees,2.5,2,9,39.824 21.416 Degrees,39.828 21.413 Degrees,Makkah-193-9,Makkah-293-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(171),39.862 21.414 Degrees,2.9,2,9,39.860 21.416 Degrees,39.864 21.413 Degrees,Makkah-171-9,Makkah-397-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(172),39.866 21.421 Degrees,3.1,2,9,39.864 21.423 Degrees,39.868 21.419 Degrees,Makkah-172-9,Makkah-402-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(173),39.859 21.418 Degrees,2.5,2,9,39.857 21.419 Degrees,39.860 21.416 Degrees,Makkah-173-9,Makkah-316-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(174),39.862 21.418 Degrees,2.6,2,9,39.860 21.419 Degrees,39.864 21.416 Degrees,Makkah-174-9,Makkah-403-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(175),39.859 21.414 Degrees,3.0,2,9,39.857 21.416 Degrees,39.860 21.413 Degrees,Makkah-175-9,Makkah-318-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(176),39.866 21.411 Degrees,2.6,2,9,39.864 21.413 Degrees,39.868 21.409 Degrees,Makkah-176-9,Makkah-406-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(177),39.869 21.414 Degrees,2.6,2,9,39.868 21.416 Degrees,39.871 21.413 Degrees,Makkah-177-9,Makkah-408-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(71),39.790 21.424 Degrees,3.2,3,9,39.789 21.426 Degrees,39.792 21.423 Degrees,Makkah-71-9,Makkah-193-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(179),39.869 21.418 Degrees,2.9,2,9,39.868 21.419 Degrees,39.871 21.416 Degrees,Makkah-179-9,Makkah-411-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(180),39.859 21.424 Degrees,3.6,2,9,39.857 21.426 Degrees,39.860 21.423 Degrees,Makkah-180-9,Makkah-356-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(181),39.790 21.408 Degrees,3.6,2,9,39.789 21.409 Degrees,39.792 21.406 Degrees,Makkah-181-9,Makkah-451-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(182),39.780 21.408 Degrees,3.6,2,9,39.778 21.409 Degrees,39.781 21.406 Degrees,Makkah-182-9,Makkah-454-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(183),39.794 21.408 Degrees,3.6,2,9,39.792 21.409 Degrees,39.796 21.406 Degrees,Makkah-183-9,Makkah-461-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(184),39.787 21.408 Degrees,3.6,2,9,39.785 21.409 Degrees,39.789 21.406 Degrees,Makkah-184-9,Makkah-467-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(185),39.776 21.408 Degrees,3.6,2,9,39.774 21.409 Degrees,39.778 21.406 Degrees,Makkah-185-9,Makkah-483-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(186),39.783 21.408 Degrees,3.6,2,9,39.781 21.409 Degrees,39.785 21.406 Degrees,Makkah-186-9,Makkah-506-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(187),39.819 21.424 Degrees,2.4,1,9,39.817 21.426 Degrees,39.821 21.423 Degrees,Makkah-187-9,Makkah-259-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(188),39.830 21.414 Degrees,2.9,2,9,39.828 21.416 Degrees,39.832 21.413 Degrees,Makkah-188-9,Makkah-260-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(189),39.833 21.418 Degrees,2.7,2,9,39.832 21.419 Degrees,39.835 21.416 Degrees,Makkah-189-9,Makkah-276-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(190),39.830 21.418 Degrees,2.8,2,9,39.828 21.419 Degrees,39.832 21.416 Degrees,Makkah-190-9,Makkah-283-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(191),39.826 21.424 Degrees,4.9,4,9,39.824 21.426 Degrees,39.828 21.423 Degrees,Makkah-191-9,Makkah-287-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(170),39.862 21.421 Degrees,2.7,2,9,39.860 21.423 Degrees,39.864 21.419 Degrees,Makkah-170-9,Makkah-395-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(169),39.859 21.421 Degrees,2.6,2,9,39.857 21.423 Degrees,39.860 21.419 Degrees,Makkah-169-9,Makkah-284-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(168),39.866 21.418 Degrees,2.5,2,9,39.864 21.419 Degrees,39.868 21.416 Degrees,Makkah-168-9,Makkah-390-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(156),39.805 21.424 Degrees,3.2,3,9,39.803 21.426 Degrees,39.806 21.423 Degrees,Makkah-156-9,Makkah-223-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(147),39.812 21.424 Degrees,2.9,2,9,39.810 21.426 Degrees,39.814 21.423 Degrees,Makkah-147-9,Makkah-176-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(148),39.797 21.421 Degrees,3.4,3,9,39.796 21.423 Degrees,39.799 21.419 Degrees,Makkah-148-9,Makkah-182-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(149),39.805 21.421 Degrees,3.2,3,9,39.803 21.423 Degrees,39.806 21.419 Degrees,Makkah-149-9,Makkah-192-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(150),39.812 21.414 Degrees,4.1,3,9,39.810 21.416 Degrees,39.814 21.413 Degrees,Makkah-150-9,Makkah-199-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(151),39.801 21.421 Degrees,4.9,4,9,39.799 21.423 Degrees,39.803 21.419 Degrees,Makkah-151-9,Makkah-203-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(152),39.812 21.418 Degrees,4.4,4,9,39.810 21.419 Degrees,39.814 21.416 Degrees,Makkah-152-9,Makkah-208-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(153),39.815 21.418 Degrees,4.6,4,9,39.814 21.419 Degrees,39.817 21.416 Degrees,Makkah-153-9,Makkah-211-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(154),39.797 21.418 Degrees,4.9,4,9,39.796 21.419 Degrees,39.799 21.416 Degrees,Makkah-154-9,Makkah-215-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(155),39.808 21.424 Degrees,3.1,2,9,39.806 21.426 Degrees,39.810 21.423 Degrees,Makkah-155-9,Makkah-216-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(157),39.808 21.418 Degrees,4.0,3,9,39.806 21.419 Degrees,39.810 21.416 Degrees,Makkah-157-9,Makkah-224-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(167),39.862 21.411 Degrees,2.6,2,9,39.860 21.413 Degrees,39.864 21.409 Degrees,Makkah-167-9,Makkah-388-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(158),39.808 21.421 Degrees,3.9,3,9,39.806 21.423 Degrees,39.810 21.419 Degrees,Makkah-158-9,Makkah-227-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(159),39.801 21.424 Degrees,3.8,3,9,39.799 21.426 Degrees,39.803 21.423 Degrees,Makkah-159-9,Makkah-229-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(160),39.805 21.428 Degrees,3.5,3,9,39.803 21.429 Degrees,39.806 21.426 Degrees,Makkah-160-9,Makkah-232-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(161),39.812 21.411 Degrees,4.5,4,9,39.810 21.413 Degrees,39.814 21.409 Degrees,Makkah-161-9,Makkah-233-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(162),39.812 21.421 Degrees,4.1,3,9,39.810 21.423 Degrees,39.814 21.419 Degrees,Makkah-162-9,Makkah-246-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(163),39.815 21.414 Degrees,4.4,4,9,39.814 21.416 Degrees,39.817 21.413 Degrees,Makkah-163-9,Makkah-254-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(164),39.866 21.414 Degrees,2.7,2,9,39.864 21.416 Degrees,39.868 21.413 Degrees,Makkah-164-9,Makkah-384-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(165),39.869 21.411 Degrees,2.7,2,9,39.868 21.413 Degrees,39.871 21.409 Degrees,Makkah-165-9,Makkah-385-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(166),39.859 21.428 Degrees,3.7,3,9,39.857 21.429 Degrees,39.860 21.426 Degrees,Makkah-166-9,Makkah-270-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(192),39.819 21.421 Degrees,2.2,1,9,39.817 21.423 Degrees,39.821 21.419 Degrees,Makkah-192-9,Makkah-289-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(194),39.830 21.421 Degrees,2.8,2,9,39.828 21.423 Degrees,39.832 21.419 Degrees,Makkah-194-9,Makkah-299-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(145),39.815 21.411 Degrees,4.9,4,9,39.814 21.413 Degrees,39.817 21.409 Degrees,Makkah-145-9,Makkah-161-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(195),39.823 21.418 Degrees,2.5,2,9,39.821 21.419 Degrees,39.824 21.416 Degrees,Makkah-195-9,Makkah-305-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(220),39.812 21.408 Degrees,2.6,2,9,39.810 21.409 Degrees,39.814 21.406 Degrees,Makkah-220-9,Makkah-499-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(221),39.848 21.421 Degrees,2.6,2,9,39.846 21.423 Degrees,39.850 21.419 Degrees,Makkah-221-9,Makkah-257-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(222),39.851 21.414 Degrees,4.7,5,9,39.850 21.416 Degrees,39.853 21.413 Degrees,Makkah-222-9,Makkah-266-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(223),39.851 21.418 Degrees,2.6,2,9,39.850 21.419 Degrees,39.853 21.416 Degrees,Makkah-223-9,Makkah-279-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(224),39.855 21.428 Degrees,3.2,3,9,39.853 21.429 Degrees,39.857 21.426 Degrees,Makkah-224-9,Makkah-280-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(225),39.855 21.418 Degrees,2.8,2,9,39.853 21.419 Degrees,39.857 21.416 Degrees,Makkah-225-9,Makkah-296-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(226),39.855 21.421 Degrees,2.4,2,9,39.853 21.423 Degrees,39.857 21.419 Degrees,Makkah-226-9,Makkah-304-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(227),39.855 21.424 Degrees,3.5,3,9,39.853 21.426 Degrees,39.857 21.423 Degrees,Makkah-227-9,Makkah-307-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(228),39.855 21.414 Degrees,3.0,2,9,39.853 21.416 Degrees,39.857 21.413 Degrees,Makkah-228-9,Makkah-314-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(229),39.851 21.421 Degrees,2.5,2,9,39.850 21.423 Degrees,39.853 21.419 Degrees,Makkah-229-9,Makkah-331-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(230),39.848 21.424 Degrees,2.8,2,9,39.846 21.426 Degrees,39.850 21.423 Degrees,Makkah-230-9,Makkah-366-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(231),39.851 21.428 Degrees,3.7,3,9,39.850 21.429 Degrees,39.853 21.426 Degrees,Makkah-231-9,Makkah-367-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(232),39.841 21.428 Degrees,3.9,3,9,39.839 21.429 Degrees,39.842 21.426 Degrees,Makkah-232-9,Makkah-380-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(233),39.819 21.408 Degrees,3.9,3,9,39.817 21.409 Degrees,39.821 21.406 Degrees,Makkah-233-9,Makkah-513-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(234),39.823 21.408 Degrees,3.9,3,9,39.821 21.409 Degrees,39.824 21.406 Degrees,Makkah-234-9,Makkah-515-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(235),39.830 21.408 Degrees,3.9,3,9,39.828 21.409 Degrees,39.832 21.406 Degrees,Makkah-235-9,Makkah-516-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(236),39.833 21.408 Degrees,3.9,3,9,39.832 21.409 Degrees,39.835 21.406 Degrees,Makkah-236-9,Makkah-519-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(237),39.826 21.408 Degrees,3.9,3,9,39.824 21.409 Degrees,39.828 21.406 Degrees,Makkah-237-9,Makkah-525-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(238),39.844 21.408 Degrees,3.9,3,9,39.842 21.409 Degrees,39.846 21.406 Degrees,Makkah-238-9,Makkah-543-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(239),39.869 21.408 Degrees,3.9,3,9,39.868 21.409 Degrees,39.871 21.406 Degrees,Makkah-239-9,Makkah-545-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(240),39.866 21.408 Degrees,3.9,3,9,39.864 21.409 Degrees,39.868 21.406 Degrees,Makkah-240-9,Makkah-554-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(219),39.815 21.408 Degrees,2.6,2,9,39.814 21.409 Degrees,39.817 21.406 Degrees,Makkah-219-9,Makkah-493-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(218),39.801 21.408 Degrees,2.6,2,9,39.799 21.409 Degrees,39.803 21.406 Degrees,Makkah-218-9,Makkah-488-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(217),39.805 21.408 Degrees,2.6,2,9,39.803 21.409 Degrees,39.806 21.406 Degrees,Makkah-217-9,Makkah-480-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(205),39.823 21.421 Degrees,2.3,2,9,39.821 21.423 Degrees,39.824 21.419 Degrees,Makkah-205-9,Makkah-339-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(196),39.823 21.411 Degrees,2.8,2,9,39.821 21.413 Degrees,39.824 21.409 Degrees,Makkah-196-9,Makkah-306-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(197),39.837 21.428 Degrees,4.1,4,9,39.835 21.429 Degrees,39.839 21.426 Degrees,Makkah-197-9,Makkah-313-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(198),39.819 21.411 Degrees,4.4,3,9,39.817 21.413 Degrees,39.821 21.409 Degrees,Makkah-198-9,Makkah-319-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(199),39.819 21.414 Degrees,4.2,4,9,39.817 21.416 Degrees,39.821 21.413 Degrees,Makkah-199-9,Makkah-322-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(200),39.833 21.414 Degrees,2.7,2,9,39.832 21.416 Degrees,39.835 21.413 Degrees,Makkah-200-9,Makkah-324-8
Makkah,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(201),39.830 21.411 Degrees,3.9,3,9,39.828 21.413 Degrees,39.832 21.409 Degrees,Makkah-201-9,Makkah-327-8
