Location,Selector,Degree,Household Average Size,Household Median Size,Zoom Level,Top Left Degree,Bottom Right Degree,id
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(766),39.390 21.457 Degrees,4.3,4,6,39.386 21.460 Degrees,39.393 21.453 Degrees,766
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(767),39.390 21.470 Degrees,4.2,1,6,39.386 21.473 Degrees,39.393 21.466 Degrees,767
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(768),39.440 21.517 Degrees,4.1,4,6,39.437 21.520 Degrees,39.443 21.513 Degrees,768
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(769),39.404 21.510 Degrees,4.8,3,6,39.401 21.513 Degrees,39.408 21.506 Degrees,769
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(770),39.404 21.457 Degrees,4.2,4,6,39.401 21.460 Degrees,39.408 21.453 Degrees,770
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(771),39.375 21.503 Degrees,3.5,2,6,39.372 21.506 Degrees,39.379 21.500 Degrees,771
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(772),39.548 21.463 Degrees,4.8,6,6,39.544 21.466 Degrees,39.551 21.460 Degrees,772
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(773),39.548 21.457 Degrees,4.6,4,6,39.544 21.460 Degrees,39.551 21.453 Degrees,773
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(774),39.533 21.457 Degrees,4.4,4,6,39.530 21.460 Degrees,39.537 21.453 Degrees,774
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(775),39.526 21.457 Degrees,5.4,6,6,39.523 21.460 Degrees,39.530 21.453 Degrees,775
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(776),39.390 21.476 Degrees,4.1,4,6,39.386 21.480 Degrees,39.393 21.473 Degrees,776
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(777),39.375 21.483 Degrees,4.1,4,6,39.372 21.486 Degrees,39.379 21.480 Degrees,777
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(778),39.375 21.537 Degrees,3.5,4,6,39.372 21.540 Degrees,39.379 21.533 Degrees,778
